Date,Description,Amount,Transaction Type,Category,Account Name,date
04-22-2019,Credit Transaction,22.64,credit,Cashback Rewards,Savings,2019-04-22
04-22-2019,Netflix,852.0,debit,Mortgage & Rent,Credit Card,2019-04-22
04-22-2019,Netflix,22.87,debit,Restaurants,Credit Card,2019-04-22
04-22-2019,Credit Transaction,12.5,credit,Cashback Rewards,Savings,2019-04-22
04-23-2019,Netflix,5.8,debit,Entertainment,Credit Card,2019-04-23
04-23-2019,Credit Transaction,24.93,credit,Cashback Rewards,Savings,2019-04-23
04-23-2019,Netflix,20.47,debit,Travel,Credit Card,2019-04-23
04-23-2019,Uber,2.79,debit,Entertainment,Credit Card,2019-04-23
04-24-2019,Mall,2.94,debit,Entertainment,Credit Card,2019-04-24
04-24-2019,Uber,23.7,debit,Travel,Credit Card,2019-04-24
04-24-2019,Amazon,15.93,debit,Travel,Credit Card,2019-04-24
04-24-2019,Uber,852.0,debit,Mortgage & Rent,Credit Card,2019-04-24
04-25-2019,Amazon,6.5,debit,Entertainment,Credit Card,2019-04-25
04-25-2019,Mall,24.05,debit,Shopping,Credit Card,2019-04-25
04-25-2019,Mall,50.43,debit,Bills,Credit Card,2019-04-25
04-25-2019,Uber,852.0,debit,Mortgage & Rent,Credit Card,2019-04-25
04-26-2019,Amazon,50.15,debit,Bills,Credit Card,2019-04-26
04-26-2019,Netflix,41.5,debit,Shopping,Credit Card,2019-04-26
04-27-2019,Amazon,3.54,debit,Entertainment,Credit Card,2019-04-27
04-27-2019,Amazon,852.0,debit,Mortgage & Rent,Credit Card,2019-04-27
04-27-2019,Netflix,5.24,debit,Entertainment,Credit Card,2019-04-27
04-28-2019,Netflix,4.72,debit,Entertainment,Credit Card,2019-04-28
04-28-2019,Restaurant,3.71,debit,Entertainment,Credit Card,2019-04-28
04-28-2019,Netflix,852.0,debit,Mortgage & Rent,Credit Card,2019-04-28
05-01-2019,Mall,31.34,debit,Restaurants,Credit Card,2019-05-01
05-01-2019,Restaurant,12.02,debit,Travel,Credit Card,2019-05-01
05-01-2019,Uber,22.22,debit,Restaurants,Credit Card,2019-05-01
05-01-2019,Rent,857.49,debit,Mortgage & Rent,Checking,2019-05-01
05-01-2019,Restaurant,17.47,debit,Travel,Credit Card,2019-05-01
05-01-2019,Uber,65.83,debit,Shopping,Credit Card,2019-05-01
05-02-2019,Credit Transaction,77.56,credit,Dividends,Savings,2019-05-02
05-02-2019,Uber,5.13,debit,Restaurants,Credit Card,2019-05-02
05-02-2019,Netflix,19.7,debit,Travel,Credit Card,2019-05-02
05-03-2019,Amazon,857.94,debit,Mortgage & Rent,Credit Card,2019-05-03
05-03-2019,Amazon,50.29,debit,Shopping,Credit Card,2019-05-03
05-03-2019,Uber,15.33,debit,Travel,Credit Card,2019-05-03
05-04-2019,Restaurant,11.76,debit,Travel,Credit Card,2019-05-04
05-04-2019,Restaurant,46.88,debit,Restaurants,Credit Card,2019-05-04
05-04-2019,Netflix,5.63,debit,Entertainment,Credit Card,2019-05-04
05-04-2019,Restaurant,12.27,debit,Travel,Credit Card,2019-05-04
05-04-2019,Uber,41.68,debit,Shopping,Credit Card,2019-05-04
05-04-2019,Uber,52.13,debit,Bills,Credit Card,2019-05-04
05-05-2019,Netflix,12.95,debit,Travel,Credit Card,2019-05-05
05-05-2019,Restaurant,858.94,debit,Mortgage & Rent,Credit Card,2019-05-05
05-05-2019,Netflix,59.7,debit,Bills,Credit Card,2019-05-05
05-05-2019,Mall,18.66,debit,Travel,Credit Card,2019-05-05
05-05-2019,Netflix,10.78,debit,Entertainment,Credit Card,2019-05-05
05-06-2019,Amazon,12.69,debit,Travel,Credit Card,2019-05-06
05-06-2019,Restaurant,18.68,debit,Travel,Credit Card,2019-05-06
05-06-2019,Amazon,15.99,debit,Entertainment,Credit Card,2019-05-06
05-06-2019,Uber,37.65,debit,Shopping,Credit Card,2019-05-06
05-07-2019,Credit Transaction,102.02,credit,Dividends,Savings,2019-05-07
05-09-2019,Restaurant,857.08,debit,Mortgage & Rent,Credit Card,2019-05-09
05-09-2019,Credit Transaction,71.33,credit,Dividends,Savings,2019-05-09
05-10-2019,Credit Transaction,78.01,credit,Dividends,Savings,2019-05-10
05-10-2019,Uber,37.39,debit,Restaurants,Credit Card,2019-05-10
05-10-2019,Mall,16.3,debit,Travel,Credit Card,2019-05-10
05-12-2019,Amazon,857.63,debit,Mortgage & Rent,Credit Card,2019-05-12
05-12-2019,Amazon,15.59,debit,Travel,Credit Card,2019-05-12
05-12-2019,Uber,8.29,debit,Entertainment,Credit Card,2019-05-12
05-12-2019,Mall,68.01,debit,Bills,Credit Card,2019-05-12
05-12-2019,Restaurant,39.37,debit,Restaurants,Credit Card,2019-05-12
05-12-2019,Restaurant,14.03,debit,Entertainment,Credit Card,2019-05-12
05-13-2019,Uber,16.96,debit,Restaurants,Credit Card,2019-05-13
05-13-2019,Uber,856.75,debit,Mortgage & Rent,Credit Card,2019-05-13
05-13-2019,Netflix,52.18,debit,Bills,Credit Card,2019-05-13
05-13-2019,Monthly direct deposit - Salary,3900.0,credit,Salary,Savings,2019-05-13
05-13-2019,Mall,52.21,debit,Bills,Credit Card,2019-05-13
05-14-2019,Netflix,56.28,debit,Bills,Credit Card,2019-05-14
05-14-2019,Credit Transaction,11.2,credit,Cashback Rewards,Savings,2019-05-14
05-15-2019,Restaurant,856.75,debit,Mortgage & Rent,Credit Card,2019-05-15
05-15-2019,Netflix,857.72,debit,Mortgage & Rent,Credit Card,2019-05-15
05-15-2019,Credit Transaction,11.93,credit,Cashback Rewards,Savings,2019-05-15
05-15-2019,Amazon,7.07,debit,Entertainment,Credit Card,2019-05-15
05-15-2019,Mall,7.42,debit,Entertainment,Credit Card,2019-05-15
05-16-2019,Mall,44.83,debit,Shopping,Credit Card,2019-05-16
05-16-2019,Mall,856.93,debit,Mortgage & Rent,Credit Card,2019-05-16
05-16-2019,Netflix,11.17,debit,Travel,Credit Card,2019-05-16
05-16-2019,Credit Transaction,3900.0,credit,Salary,Savings,2019-05-16
05-17-2019,Restaurant,38.48,debit,Shopping,Credit Card,2019-05-17
05-18-2019,Mall,856.0,debit,Mortgage & Rent,Credit Card,2019-05-18
05-18-2019,Netflix,40.34,debit,Shopping,Credit Card,2019-05-18
05-20-2019,Amazon,17.03,debit,Restaurants,Credit Card,2019-05-20
05-20-2019,Uber,16.55,debit,Travel,Credit Card,2019-05-20
05-20-2019,Amazon,51.85,debit,Bills,Credit Card,2019-05-20
05-21-2019,Netflix,30.17,debit,Shopping,Credit Card,2019-05-21
05-21-2019,Netflix,17.89,debit,Travel,Credit Card,2019-05-21
05-22-2019,Mall,51.43,debit,Bills,Credit Card,2019-05-22
05-22-2019,Amazon,58.54,debit,Restaurants,Credit Card,2019-05-22
05-22-2019,Credit Transaction,16.66,credit,Cashback Rewards,Savings,2019-05-22
05-22-2019,Restaurant,60.99,debit,Bills,Credit Card,2019-05-22
05-23-2019,Uber,32.43,debit,Restaurants,Credit Card,2019-05-23
05-23-2019,Credit Transaction,3900.0,credit,Salary,Savings,2019-05-23
05-23-2019,Restaurant,35.81,debit,Restaurants,Credit Card,2019-05-23
05-23-2019,Netflix,66.36,debit,Bills,Credit Card,2019-05-23
05-23-2019,Mall,4.25,debit,Entertainment,Credit Card,2019-05-23
05-24-2019,Mall,52.84,debit,Bills,Credit Card,2019-05-24
05-24-2019,Netflix,19.37,debit,Entertainment,Credit Card,2019-05-24
05-24-2019,Amazon,4.92,debit,Entertainment,Credit Card,2019-05-24
05-24-2019,Restaurant,56.11,debit,Restaurants,Credit Card,2019-05-24
05-25-2019,Mall,33.62,debit,Restaurants,Credit Card,2019-05-25
05-25-2019,Uber,64.5,debit,Restaurants,Credit Card,2019-05-25
05-25-2019,Credit Transaction,61.1,credit,Dividends,Savings,2019-05-25
05-25-2019,Uber,62.5,debit,Bills,Credit Card,2019-05-25
05-25-2019,Netflix,56.91,debit,Bills,Credit Card,2019-05-25
05-26-2019,Amazon,856.57,debit,Mortgage & Rent,Credit Card,2019-05-26
05-26-2019,Mall,856.93,debit,Mortgage & Rent,Credit Card,2019-05-26
05-26-2019,Restaurant,30.05,debit,Restaurants,Credit Card,2019-05-26
05-26-2019,Netflix,47.22,debit,Shopping,Credit Card,2019-05-26
05-26-2019,Mall,13.98,debit,Entertainment,Credit Card,2019-05-26
05-27-2019,Restaurant,64.69,debit,Restaurants,Credit Card,2019-05-27
05-27-2019,Amazon,68.95,debit,Shopping,Credit Card,2019-05-27
05-27-2019,Credit Transaction,3900.0,credit,Salary,Savings,2019-05-27
05-27-2019,Restaurant,66.65,debit,Bills,Credit Card,2019-05-27
05-27-2019,Uber,24.28,debit,Restaurants,Credit Card,2019-05-27
05-27-2019,Mall,56.06,debit,Bills,Credit Card,2019-05-27
05-28-2019,Netflix,38.13,debit,Restaurants,Credit Card,2019-05-28
05-28-2019,Amazon,48.53,debit,Restaurants,Credit Card,2019-05-28
06-01-2019,Rent,860.0,debit,Mortgage & Rent,Checking,2019-06-01
06-01-2019,Amazon,28.4,debit,Travel,Credit Card,2019-06-01
06-01-2019,Mall,48.25,debit,Restaurants,Credit Card,2019-06-01
06-02-2019,Mall,29.43,debit,Shopping,Credit Card,2019-06-02
06-02-2019,Restaurant,860.0,debit,Mortgage & Rent,Credit Card,2019-06-02
06-03-2019,Amazon,50.11,debit,Restaurants,Credit Card,2019-06-03
06-03-2019,Mall,5.83,debit,Entertainment,Credit Card,2019-06-03
06-03-2019,Amazon,30.0,debit,Travel,Credit Card,2019-06-03
06-04-2019,Restaurant,49.47,debit,Bills,Credit Card,2019-06-04
06-05-2019,Mall,55.14,debit,Bills,Credit Card,2019-06-05
06-05-2019,Netflix,65.87,debit,Bills,Credit Card,2019-06-05
06-05-2019,Mall,61.33,debit,Restaurants,Credit Card,2019-06-05
06-06-2019,Restaurant,54.15,debit,Shopping,Credit Card,2019-06-06
06-06-2019,Mall,35.05,debit,Shopping,Credit Card,2019-06-06
06-06-2019,Mall,62.11,debit,Bills,Credit Card,2019-06-06
06-06-2019,Restaurant,56.6,debit,Restaurants,Credit Card,2019-06-06
06-06-2019,Amazon,860.0,debit,Mortgage & Rent,Credit Card,2019-06-06
06-07-2019,Restaurant,5.31,debit,Travel,Credit Card,2019-06-07
06-07-2019,Mall,7.98,debit,Entertainment,Credit Card,2019-06-07
06-07-2019,Netflix,16.02,debit,Travel,Credit Card,2019-06-07
06-07-2019,Restaurant,60.01,debit,Shopping,Credit Card,2019-06-07
06-07-2019,Amazon,4.15,debit,Entertainment,Credit Card,2019-06-07
06-07-2019,Netflix,48.31,debit,Shopping,Credit Card,2019-06-07
06-07-2019,Amazon,5.77,debit,Entertainment,Credit Card,2019-06-07
06-08-2019,Uber,54.64,debit,Bills,Credit Card,2019-06-08
06-08-2019,Mall,59.65,debit,Restaurants,Credit Card,2019-06-08
06-08-2019,Restaurant,34.74,debit,Restaurants,Credit Card,2019-06-08
06-08-2019,Netflix,28.01,debit,Shopping,Credit Card,2019-06-08
06-08-2019,Netflix,860.0,debit,Mortgage & Rent,Credit Card,2019-06-08
06-09-2019,Amazon,860.0,debit,Mortgage & Rent,Credit Card,2019-06-09
06-09-2019,Mall,860.0,debit,Mortgage & Rent,Credit Card,2019-06-09
06-09-2019,Restaurant,860.0,debit,Mortgage & Rent,Credit Card,2019-06-09
06-09-2019,Uber,61.07,debit,Restaurants,Credit Card,2019-06-09
06-09-2019,Restaurant,16.7,debit,Travel,Credit Card,2019-06-09
06-10-2019,Netflix,11.88,debit,Travel,Credit Card,2019-06-10
06-10-2019,Uber,860.0,debit,Mortgage & Rent,Credit Card,2019-06-10
06-10-2019,Netflix,50.18,debit,Bills,Credit Card,2019-06-10
06-11-2019,Credit Transaction,3900.0,credit,Salary,Savings,2019-06-11
06-11-2019,Uber,25.04,debit,Travel,Credit Card,2019-06-11
06-11-2019,Mall,52.62,debit,Restaurants,Credit Card,2019-06-11
06-12-2019,Restaurant,46.41,debit,Bills,Credit Card,2019-06-12
06-12-2019,Amazon,860.0,debit,Mortgage & Rent,Credit Card,2019-06-12
06-12-2019,Mall,860.0,debit,Mortgage & Rent,Credit Card,2019-06-12
06-13-2019,Monthly direct deposit - Salary,3900.0,credit,Salary,Savings,2019-06-13
06-14-2019,Credit Transaction,97.21,credit,Dividends,Savings,2019-06-14
06-14-2019,Credit Transaction,14.5,credit,Cashback Rewards,Savings,2019-06-14
06-14-2019,Amazon,71.24,debit,Shopping,Credit Card,2019-06-14
06-14-2019,Credit Transaction,3900.0,credit,Salary,Savings,2019-06-14
06-14-2019,Uber,2.36,debit,Entertainment,Credit Card,2019-06-14
06-14-2019,Mall,860.0,debit,Mortgage & Rent,Credit Card,2019-06-14
06-14-2019,Credit Transaction,6.49,credit,Cashback Rewards,Savings,2019-06-14
06-15-2019,Restaurant,4.49,debit,Entertainment,Credit Card,2019-06-15
06-16-2019,Netflix,24.83,debit,Restaurants,Credit Card,2019-06-16
06-16-2019,Amazon,27.2,debit,Travel,Credit Card,2019-06-16
06-16-2019,Credit Transaction,84.25,credit,Dividends,Savings,2019-06-16
06-16-2019,Uber,43.98,debit,Bills,Credit Card,2019-06-16
06-17-2019,Netflix,24.16,debit,Travel,Credit Card,2019-06-17
06-17-2019,Restaurant,860.0,debit,Mortgage & Rent,Credit Card,2019-06-17
06-17-2019,Restaurant,61.03,debit,Shopping,Credit Card,2019-06-17
06-17-2019,Credit Transaction,73.69,credit,Dividends,Savings,2019-06-17
06-17-2019,Netflix,57.95,debit,Bills,Credit Card,2019-06-17
06-18-2019,Uber,44.87,debit,Restaurants,Credit Card,2019-06-18
06-18-2019,Mall,43.52,debit,Bills,Credit Card,2019-06-18
06-18-2019,Restaurant,860.0,debit,Mortgage & Rent,Credit Card,2019-06-18
06-18-2019,Netflix,56.8,debit,Bills,Credit Card,2019-06-18
06-18-2019,Restaurant,7.29,debit,Entertainment,Credit Card,2019-06-18
06-19-2019,Netflix,3.61,debit,Entertainment,Credit Card,2019-06-19
06-19-2019,Credit Transaction,65.43,credit,Dividends,Savings,2019-06-19
06-19-2019,Amazon,66.89,debit,Bills,Credit Card,2019-06-19
06-19-2019,Netflix,1.14,debit,Entertainment,Credit Card,2019-06-19
06-19-2019,Mall,1.93,debit,Entertainment,Credit Card,2019-06-19
06-19-2019,Mall,48.54,debit,Restaurants,Credit Card,2019-06-19
06-20-2019,Uber,5.67,debit,Travel,Credit Card,2019-06-20
06-20-2019,Mall,860.0,debit,Mortgage & Rent,Credit Card,2019-06-20
06-20-2019,Mall,28.39,debit,Travel,Credit Card,2019-06-20
06-22-2019,Restaurant,68.26,debit,Shopping,Credit Card,2019-06-22
06-22-2019,Mall,26.94,debit,Travel,Credit Card,2019-06-22
06-23-2019,Credit Transaction,18.08,credit,Cashback Rewards,Savings,2019-06-23
06-23-2019,Mall,3.78,debit,Entertainment,Credit Card,2019-06-23
06-23-2019,Credit Transaction,52.5,credit,Dividends,Savings,2019-06-23
06-24-2019,Credit Transaction,3900.0,credit,Salary,Savings,2019-06-24
06-24-2019,Amazon,1.22,debit,Entertainment,Credit Card,2019-06-24
06-24-2019,Amazon,27.51,debit,Travel,Credit Card,2019-06-24
06-25-2019,Credit Transaction,56.48,credit,Dividends,Savings,2019-06-25
06-27-2019,Netflix,25.01,debit,Travel,Credit Card,2019-06-27
06-27-2019,Credit Transaction,3900.0,credit,Salary,Savings,2019-06-27
06-28-2019,Credit Transaction,144.55,credit,Dividends,Savings,2019-06-28
06-28-2019,Restaurant,58.49,debit,Bills,Credit Card,2019-06-28
06-28-2019,Mall,36.58,debit,Restaurants,Credit Card,2019-06-28
07-01-2019,Netflix,13.38,debit,Travel,Credit Card,2019-07-01
07-01-2019,Amazon,853.55,debit,Mortgage & Rent,Credit Card,2019-07-01
07-01-2019,Uber,4.17,debit,Travel,Credit Card,2019-07-01
07-01-2019,Mall,11.7,debit,Entertainment,Credit Card,2019-07-01
07-01-2019,Rent,848.57,debit,Mortgage & Rent,Checking,2019-07-01
07-01-2019,Uber,34.5,debit,Restaurants,Credit Card,2019-07-01
07-02-2019,Amazon,852.09,debit,Mortgage & Rent,Credit Card,2019-07-02
07-02-2019,Netflix,66.43,debit,Bills,Credit Card,2019-07-02
07-02-2019,Credit Transaction,3900.0,credit,Salary,Savings,2019-07-02
07-03-2019,Credit Transaction,3900.0,credit,Salary,Savings,2019-07-03
07-03-2019,Restaurant,849.72,debit,Mortgage & Rent,Credit Card,2019-07-03
07-03-2019,Credit Transaction,5.46,credit,Cashback Rewards,Savings,2019-07-03
07-04-2019,Restaurant,41.57,debit,Bills,Credit Card,2019-07-04
07-05-2019,Amazon,846.19,debit,Mortgage & Rent,Credit Card,2019-07-05
07-05-2019,Credit Transaction,125.83,credit,Dividends,Savings,2019-07-05
07-05-2019,Restaurant,21.89,debit,Restaurants,Credit Card,2019-07-05
07-05-2019,Mall,64.83,debit,Shopping,Credit Card,2019-07-05
07-05-2019,Netflix,60.16,debit,Shopping,Credit Card,2019-07-05
07-05-2019,Mall,50.25,debit,Restaurants,Credit Card,2019-07-05
07-05-2019,Credit Transaction,3900.0,credit,Salary,Savings,2019-07-05
07-05-2019,Amazon,66.3,debit,Restaurants,Credit Card,2019-07-05
07-06-2019,Credit Transaction,3900.0,credit,Salary,Savings,2019-07-06
07-06-2019,Netflix,17.4,debit,Entertainment,Credit Card,2019-07-06
07-06-2019,Credit Transaction,110.05,credit,Dividends,Savings,2019-07-06
07-07-2019,Uber,13.0,debit,Entertainment,Credit Card,2019-07-07
07-07-2019,Restaurant,67.7,debit,Restaurants,Credit Card,2019-07-07
07-07-2019,Netflix,48.72,debit,Shopping,Credit Card,2019-07-07
07-07-2019,Credit Transaction,3900.0,credit,Salary,Savings,2019-07-07
07-08-2019,Credit Transaction,3900.0,credit,Salary,Savings,2019-07-08
07-08-2019,Restaurant,6.0,debit,Travel,Credit Card,2019-07-08
07-08-2019,Mall,854.9,debit,Mortgage & Rent,Credit Card,2019-07-08
07-09-2019,Netflix,56.22,debit,Restaurants,Credit Card,2019-07-09
07-09-2019,Mall,40.15,debit,Shopping,Credit Card,2019-07-09
07-09-2019,Mall,34.05,debit,Shopping,Credit Card,2019-07-09
07-09-2019,Mall,43.01,debit,Bills,Credit Card,2019-07-09
07-09-2019,Credit Transaction,3900.0,credit,Salary,Savings,2019-07-09
07-09-2019,Restaurant,6.35,debit,Travel,Credit Card,2019-07-09
07-10-2019,Credit Transaction,3900.0,credit,Salary,Savings,2019-07-10
07-10-2019,Amazon,6.0,debit,Travel,Credit Card,2019-07-10
07-10-2019,Restaurant,46.5,debit,Bills,Credit Card,2019-07-10
07-10-2019,Mall,4.83,debit,Travel,Credit Card,2019-07-10
07-10-2019,Credit Transaction,69.35,credit,Dividends,Savings,2019-07-10
07-11-2019,Credit Transaction,3900.0,credit,Salary,Savings,2019-07-11
07-11-2019,Credit Transaction,3900.0,credit,Salary,Savings,2019-07-11
07-11-2019,Credit Transaction,3900.0,credit,Salary,Savings,2019-07-11
07-12-2019,Restaurant,46.97,debit,Restaurants,Credit Card,2019-07-12
07-12-2019,Restaurant,846.81,debit,Mortgage & Rent,Credit Card,2019-07-12
07-12-2019,Mall,61.18,debit,Bills,Credit Card,2019-07-12
07-13-2019,Netflix,7.14,debit,Entertainment,Credit Card,2019-07-13
07-13-2019,Monthly direct deposit - Salary,3900.0,credit,Salary,Savings,2019-07-13
07-14-2019,Amazon,63.65,debit,Restaurants,Credit Card,2019-07-14
07-14-2019,Uber,31.65,debit,Restaurants,Credit Card,2019-07-14
07-14-2019,Netflix,51.79,debit,Restaurants,Credit Card,2019-07-14
07-14-2019,Restaurant,6.44,debit,Entertainment,Credit Card,2019-07-14
07-14-2019,Mall,64.23,debit,Bills,Credit Card,2019-07-14
07-14-2019,Credit Transaction,4.18,credit,Cashback Rewards,Savings,2019-07-14
07-14-2019,Netflix,63.84,debit,Bills,Credit Card,2019-07-14
07-15-2019,Amazon,7.06,debit,Entertainment,Credit Card,2019-07-15
07-15-2019,Restaurant,64.56,debit,Bills,Credit Card,2019-07-15
07-15-2019,Amazon,849.66,debit,Mortgage & Rent,Credit Card,2019-07-15
07-15-2019,Mall,1.85,debit,Entertainment,Credit Card,2019-07-15
07-15-2019,Amazon,3.81,debit,Travel,Credit Card,2019-07-15
07-15-2019,Credit Transaction,3900.0,credit,Salary,Savings,2019-07-15
07-16-2019,Restaurant,69.81,debit,Restaurants,Credit Card,2019-07-16
07-16-2019,Mall,846.89,debit,Mortgage & Rent,Credit Card,2019-07-16
07-16-2019,Netflix,64.77,debit,Restaurants,Credit Card,2019-07-16
07-17-2019,Mall,3.24,debit,Travel,Credit Card,2019-07-17
07-17-2019,Netflix,49.05,debit,Restaurants,Credit Card,2019-07-17
07-17-2019,Restaurant,850.53,debit,Mortgage & Rent,Credit Card,2019-07-17
07-17-2019,Credit Transaction,11.64,credit,Cashback Rewards,Savings,2019-07-17
07-18-2019,Credit Transaction,11.29,credit,Cashback Rewards,Savings,2019-07-18
07-18-2019,Netflix,848.75,debit,Mortgage & Rent,Credit Card,2019-07-18
07-18-2019,Restaurant,21.14,debit,Restaurants,Credit Card,2019-07-18
07-18-2019,Uber,67.86,debit,Shopping,Credit Card,2019-07-18
07-18-2019,Restaurant,58.12,debit,Bills,Credit Card,2019-07-18
07-18-2019,Netflix,26.8,debit,Shopping,Credit Card,2019-07-18
07-18-2019,Netflix,856.91,debit,Mortgage & Rent,Credit Card,2019-07-18
07-19-2019,Amazon,853.78,debit,Mortgage & Rent,Credit Card,2019-07-19
07-19-2019,Uber,16.69,debit,Entertainment,Credit Card,2019-07-19
07-19-2019,Amazon,38.3,debit,Bills,Credit Card,2019-07-19
07-20-2019,Restaurant,74.97,debit,Shopping,Credit Card,2019-07-20
07-20-2019,Mall,850.67,debit,Mortgage & Rent,Credit Card,2019-07-20
07-20-2019,Uber,51.0,debit,Bills,Credit Card,2019-07-20
07-21-2019,Credit Transaction,24.52,credit,Cashback Rewards,Savings,2019-07-21
07-21-2019,Restaurant,64.6,debit,Bills,Credit Card,2019-07-21
07-21-2019,Mall,57.6,debit,Bills,Credit Card,2019-07-21
07-21-2019,Credit Transaction,3900.0,credit,Salary,Savings,2019-07-21
07-22-2019,Netflix,65.86,debit,Restaurants,Credit Card,2019-07-22
07-22-2019,Restaurant,15.75,debit,Travel,Credit Card,2019-07-22
07-22-2019,Amazon,64.51,debit,Restaurants,Credit Card,2019-07-22
07-22-2019,Uber,15.71,debit,Entertainment,Credit Card,2019-07-22
07-22-2019,Netflix,49.08,debit,Bills,Credit Card,2019-07-22
07-23-2019,Restaurant,1.26,debit,Entertainment,Credit Card,2019-07-23
07-23-2019,Mall,41.83,debit,Bills,Credit Card,2019-07-23
07-23-2019,Amazon,10.75,debit,Travel,Credit Card,2019-07-23
07-23-2019,Uber,58.54,debit,Shopping,Credit Card,2019-07-23
07-24-2019,Amazon,32.58,debit,Shopping,Credit Card,2019-07-24
07-24-2019,Mall,3.77,debit,Entertainment,Credit Card,2019-07-24
07-24-2019,Mall,2.05,debit,Travel,Credit Card,2019-07-24
07-24-2019,Amazon,6.38,debit,Entertainment,Credit Card,2019-07-24
07-25-2019,Mall,53.21,debit,Shopping,Credit Card,2019-07-25
07-25-2019,Credit Transaction,10.93,credit,Cashback Rewards,Savings,2019-07-25
07-25-2019,Credit Transaction,3900.0,credit,Salary,Savings,2019-07-25
07-25-2019,Uber,57.98,debit,Bills,Credit Card,2019-07-25
07-25-2019,Restaurant,850.62,debit,Mortgage & Rent,Credit Card,2019-07-25
07-25-2019,Amazon,11.92,debit,Entertainment,Credit Card,2019-07-25
07-25-2019,Mall,847.44,debit,Mortgage & Rent,Credit Card,2019-07-25
07-25-2019,Restaurant,56.13,debit,Bills,Credit Card,2019-07-25
07-26-2019,Credit Transaction,3900.0,credit,Salary,Savings,2019-07-26
07-26-2019,Restaurant,9.02,debit,Entertainment,Credit Card,2019-07-26
07-26-2019,Credit Transaction,3900.0,credit,Salary,Savings,2019-07-26
07-26-2019,Amazon,46.61,debit,Shopping,Credit Card,2019-07-26
